data,idle_time%,interrupt_time%,priviledged_time%,processor_time%,user_time%,Interrupt/sec,state
05/25/2022 07:25:35.602,78.21700877,0,1.558369759,20.83481624,19.01211106,559.2948258,working
05/25/2022 07:25:40.607,99.14258524,0,0,0,0,70.53948559,working
05/25/2022 07:25:45.609,99.12456438,0,0,0.672923328,0.312349298,74.5680938,working
05/25/2022 07:25:50.610,98.95319118,0,0,0.02570739,0.312419664,84.97486613,working
05/25/2022 07:25:55.603,99.2613661,0,0,0.168706999,0.312950762,68.49852828,working
05/25/2022 07:26:00.599,99.01438686,0,0,0.86194689,0.625476676,75.66081768,working
05/25/2022 07:26:05.604,99.01870902,0,0.624427924,1.028174028,0.312213962,78.52562681,working
05/25/2022 07:26:10.599,99.10845428,0,0.312804446,1.153794966,0.938413339,78.07286697,working
05/25/2022 07:26:15.601,98.93783959,0,0.312356023,1.295496854,0.624712045,80.16609936,working
05/25/2022 07:26:20.613,99.11383978,0,0,0,0.311764081,73.4257592,working
05/25/2022 07:26:25.605,99.18514001,0,0.313023971,0.458377278,0.313023971,83.74305827,working
05/25/2022 07:26:30.600,99.33072389,0,0.312791685,0.845036013,0.312791685,63.85754203,working
05/25/2022 07:26:35.598,99.10305847,0,0,0.261623454,0.312659488,82.84204399,working
05/25/2022 07:26:40.602,99.18488241,0,0,0.398573561,0.312230177,77.93198408,working
05/25/2022 07:26:45.595,99.25991438,0,0,0,0,70.3007128,working
05/25/2022 07:26:50.614,99.25877121,0,0,0.08289397,0,68.92792219,working
05/25/2022 07:26:55.592,98.60072916,0,0,0.16875925,0.313934719,94.03322234,working
05/25/2022 07:27:00.597,99.12805503,0,0.312136642,1.364821212,0.936409925,70.9154206,working
05/25/2022 07:27:05.592,98.1613403,0,0.938583069,1.448777803,0.625722046,131.9578268,working
05/25/2022 07:27:10.600,98.10607067,0,0.311985935,1.100458752,0.623971869,132.1772285,working
05/25/2022 07:27:15.596,99.12227644,0,0,0.229570819,0.312759966,79.86763351,working
05/25/2022 07:27:20.607,99.12564741,0,0,0.527225909,0.623653756,75.43617977,working
05/25/2022 07:27:25.609,99.15485891,0,0.312320803,0.681984704,0.312320803,70.35909041,working
05/25/2022 07:27:30.604,99.12667164,0,0,0.208934837,0.312824656,73.27532557,working
05/25/2022 07:27:35.609,99.1749714,0,0,0.401037502,0,105.508132,working
05/25/2022 07:27:40.602,99.11867237,0,0,0.495881466,0.625812066,79.90637136,working
05/25/2022 07:27:45.595,98.94267248,0,0,0.170164617,0.312946192,84.31833404,working
05/25/2022 07:27:50.606,99.04539351,0,0,0,0,77.63481175,working
05/25/2022 07:27:55.609,99.10814569,0,0.312292113,1.31569217,0.93687634,81.74274738,working
05/25/2022 07:28:00.606,98.85330076,0,0.312682488,0.566968894,0.312682488,79.84753164,working
05/30/2022 12:35:06.059,42.28764983,0,8.73776765,60.36798245,51.49041651,1543.281907,working
05/30/2022 12:35:11.045,24.13892034,0.313327881,7.83319703,76.50040891,68.93213386,1593.897562,working
05/30/2022 12:35:16.047,82.2430193,0,3.748880359,13.15093834,9.372200898,901.8612068,working
05/30/2022 12:35:21.049,37.14734178,0,5.310139324,61.89194132,56.53736575,1378.100549,working
05/30/2022 12:35:26.055,25.0895434,0,8.115791823,72.53116614,64.3020429,1547.250091,working
05/30/2022 12:35:31.063,22.67363993,0,4.679487314,77.53846089,73.0000021,1469.075423,working
05/30/2022 12:35:36.062,24.55848652,0.312590964,6.877001207,74.05494999,67.20705725,1462.033405,working
05/30/2022 12:35:41.062,26.26960389,0,6.875392035,69.68577148,62.81608177,1481.097575,working
05/30/2022 12:35:46.060,22.98024598,0.312626927,5.939911604,76.55298051,70.34105847,1446.134202,working
05/30/2022 12:35:51.053,19.83304295,0,5.63215994,77.78425802,72.27938589,1497.331378,working
05/24/2022 00:30:05.582,99.3949719,0,0,0.358846522,0,50.93500118,idle
05/24/2022 00:30:10.573,96.67864996,0,0.626094852,1.390060799,0.939142278,111.5982454,idle
05/24/2022 00:30:15.559,99.26643734,0,0.313379462,0.031951669,0,51.94554727,idle
05/24/2022 00:30:20.574,96.52416167,0,2.492756846,3.094077601,0.311594606,93.72791723,idle
05/24/2022 00:30:25.561,99.08734856,0,0,0.689025929,0.31328383,65.36388949,idle
05/24/2022 00:30:30.574,97.78458793,0,0.623361855,1.508826924,0.935042782,98.13930863,idle
05/24/2022 00:30:35.558,97.50078789,0,1.567552944,1.244164515,0.313510589,72.03200067,idle
05/24/2022 00:30:40.562,99.39732388,0,0,0.072603249,0,42.570029,idle
05/24/2022 00:30:45.567,96.63975334,0,1.248774602,3.219968309,1.560968253,126.4769304,idle
05/24/2022 00:30:50.576,99.3007563,0,0,0,0,59.09013136,idle
05/24/2022 00:45:13.608,96.77334203,0.310818491,0.621636981,1.781356966,0.932455472,116.9080502,idle
05/24/2022 00:45:18.605,98.74973333,0,0.625330437,0.5724605,0.312665219,97.24973935,idle
05/24/2022 00:45:23.600,98.88767598,0,0,0.217948524,0,122.9177577,idle
05/24/2022 00:45:28.612,98.05913949,0,1.558842768,2.416442735,0.623537107,154.4393286,idle
05/24/2022 00:45:33.612,97.65708392,0,1.874888032,2.818303691,1.249925354,206.9897581,idle
05/24/2022 00:45:38.597,98.04137521,0,0.626909831,1.261701673,0.626909831,101.5064357,idle
05/24/2022 00:45:43.610,98.22096075,0,0.311674362,1.199227199,0.623348724,142.0263882,idle
05/24/2022 00:45:48.609,94.79286052,0,2.500789299,3.407013322,1.25039465,225.4714925,idle
05/24/2022 00:45:53.606,97.69125822,0,0.625371033,0.878691328,0.312685516,170.3022358,idle
05/24/2022 00:45:58.604,96.18399566,0,1.250336941,3.724055558,2.188089646,219.8598678,idle
05/24/2022 01:00:21.753,99.05174663,0,0.469902822,0.85050456,0.234951411,60.29886131,idle
05/24/2022 01:00:26.747,95.58737977,0,3.128731137,3.009334752,0,126.3504176,idle
05/24/2022 01:00:31.753,99.0769821,0,0,0.417378425,0.312171228,73.32236921,idle
05/24/2022 01:00:36.740,92.93436054,0,3.759485633,5.699568696,1.879742817,238.2031494,idle
05/24/2022 01:00:41.754,98.02682969,0,0.623235732,0.90551864,0.311617866,190.2572949,idle
05/24/2022 01:00:46.740,95.98548735,0.626776209,2.19371673,4.416628194,2.19371673,145.6162937,idle
05/24/2022 01:00:51.755,95.27214118,0,2.181156934,3.094313365,0.934781543,180.874224,idle
05/24/2022 01:00:56.740,98.07300318,0,1.253671125,1.586816675,0.313417781,218.6374813,idle
05/24/2022 01:01:01.753,95.3125916,0,2.493493329,4.000506837,1.558433331,183.3236482,idle
05/24/2022 01:01:06.745,96.29625497,0,0.312992933,1.407226241,1.25197173,186.4937015,idle
05/24/2022 00:35:05.569,98.65660889,0,0.624484525,1.955929498,0.936726788,196.2427389,idle
05/24/2022 00:35:10.562,99.28236878,0,0.312917388,0.179353232,0,116.5592993,idle
05/24/2022 00:35:15.567,99.43335151,0,0.312159821,0.421017192,0,112.8757261,idle
05/24/2022 00:35:20.580,98.95354125,0,0.311704325,0.254616052,0,140.2374413,idle
05/24/2022 00:35:25.567,98.06140979,0,0.93996421,1.930400739,0.93996421,190.1017584,idle
05/24/2022 00:35:30.574,99.19502012,0,0,0,0,176.9640043,idle
05/24/2022 00:35:35.573,99.04906335,0,0.31253571,0.926179825,0.31253571,122.6140835,idle
05/24/2022 00:35:40.568,99.02924653,0,1.251236697,1.77791926,0.312809174,228.6250905,idle
